Flow Control Trainer (UT35A) -24-Mar-2025 15:45:47, , , , , , ,
Time,Time s,SP %,PV %,OP %,PB %,IT s,DT s
15:32:23,420,80,75,24.4,100,25,0
15:32:24,421,80,75.3,24.6,100,25,0
15:32:25,422,80,75.5,24.6,100,25,0
15:32:26,423,80,75.8,24.7,100,25,0
15:32:27,424,80,76,24.8,100,25,0
15:32:28,425,80,75.8,24.4,100,25,0
15:32:29,426,80,75.7,24.1,100,25,0
15:32:30,427,80,75.8,24.1,100,25,0
15:32:31,428,80,76,24.1,100,25,0
15:32:32,429,80,76.1,24.1,100,25,0
15:32:33,430,80,76,23.8,100,25,0
15:32:34,431,80,76.2,23.8,100,25,0
15:32:35,432,80,76.3,23.8,100,25,0
15:32:36,433,80,76.7,24,100,25,0
15:32:37,434,80,76.8,24,100,25,0
15:32:38,435,80,77.2,24.3,100,25,0
15:32:39,436,80,77.1,24.1,100,25,0
15:32:40,437,80,77,23.8,100,25,0
15:32:41,438,80,77.1,23.8,100,25,0
15:32:42,439,80,77,23.6,100,25,0
15:32:43,440,80,77.1,23.6,100,25,0
15:32:44,441,80,77,23.3,100,25,0
15:32:45,442,80,77,23.2,100,25,0
15:32:46,443,80,77,23.1,100,25,0
15:32:47,444,80,77.2,23.1,100,25,0
15:32:48,445,80,77.5,23.4,100,25,0
15:32:49,446,80,77.8,23.5,100,25,0
15:32:50,447,80,77.9,23.6,100,25,0
15:32:51,448,80,77.8,23.5,100,25,0
15:32:52,449,80,77.6,23.1,100,25,0
15:32:53,450,80,77.8,23.2,100,25,0
15:32:54,451,80,78.3,23.6,100,25,0
15:32:55,452,80,78.6,23.9,100,25,0
15:32:56,453,80,78.5,23.7,100,25,0
15:32:57,454,80,78.4,23.6,100,25,0
15:32:58,455,80,78.5,23.6,100,25,0
15:32:59,456,80,78.7,23.7,100,25,0
15:33:00,457,80,78.7,23.7,100,25,0
15:33:01,458,80,79,24,100,25,0
15:33:02,459,80,78.8,23.7,100,25,0
15:33:03,460,80,78.6,23.4,100,25,0
15:33:04,461,80,78.6,23.4,100,25,0
15:33:05,462,80,78.9,23.6,100,25,0
15:33:06,463,80,79,23.7,100,25,0
15:33:07,464,80,79.4,24,100,25,0
15:33:08,465,80,79.5,24.1,100,25,0
15:33:09,466,80,79.4,24,100,25,0
15:33:10,467,80,79.4,24,100,25,0
15:33:11,468,80,79.4,24,100,25,0
15:33:12,469,80,79.3,23.9,100,25,0
15:33:13,470,80,79.4,23.9,100,25,0
15:33:14,471,80,79.4,23.9,100,25,0
15:33:15,472,80,79.5,24,100,25,0
15:33:16,473,80,79.5,24,100,25,0
15:33:17,474,80,79.4,23.9,100,25,0
15:33:18,475,80,79.6,24,100,25,0
15:33:19,476,80,79.5,23.9,100,25,0
15:33:20,477,80,79.7,24,100,25,0
15:33:21,478,80,79.4,23.8,100,25,0
15:33:22,479,80,79.4,23.8,100,25,0
15:33:23,480,80,79.4,23.7,100,25,0
15:33:24,481,80,79.4,23.7,100,25,0
15:33:25,482,80,79.4,23.7,100,25,0
15:33:26,483,80,79.6,23.8,100,25,0
15:33:27,484,80,79.7,24,100,25,0
15:33:28,485,80,80,24.3,100,25,0
15:33:29,486,80,79.9,24.2,100,25,0
15:33:30,487,80,80,24.3,100,25,0
15:33:31,488,80,80.5,24.7,100,25,0
15:33:32,489,80,80.3,24.5,100,25,0
15:33:33,490,80,80.1,24.4,100,25,0
15:33:34,491,80,80.3,24.5,100,25,0
15:33:35,492,80,80,24.3,100,25,0
15:33:36,493,80,79.8,24.1,100,25,0
15:33:37,494,80,79.8,24.1,100,25,0
15:33:38,495,80,79.8,24.1,100,25,0
15:33:39,496,80,80,24.3,100,25,0
15:33:40,497,80,79.6,23.9,100,25,0
15:33:41,498,80,79.7,23.9,100,25,0
15:33:42,499,80,79.7,24,100,25,0
15:33:43,500,80,79.6,23.8,100,25,0
15:33:44,501,80,79.7,23.9,100,25,0
15:33:45,502,80,79.9,24.1,100,25,0
15:33:46,503,80,79.6,23.8,100,25,0
15:33:47,504,80,79.5,23.6,100,25,0
15:33:48,505,80,79.3,23.4,100,25,0
15:33:49,506,80,79.6,23.7,100,25,0
15:33:50,507,80,79.8,23.9,100,25,0
15:33:51,508,80,80.1,24.2,100,25,0
15:33:52,509,80,80.1,24.2,100,25,0
15:33:53,510,80,80.1,24.2,100,25,0
15:33:54,511,80,80.2,24.3,100,25,0
15:33:55,512,80,80.1,24.3,100,25,0
15:33:56,513,80,80.1,24.3,100,25,0
15:33:57,514,80,80,24.2,100,25,0
15:33:58,515,80,80,24.1,100,25,0
